,name,property_type,room_type,bed_type,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,host_id,host_name,host_neighbourhood,country,review_scores_rating
3964,Quiet & Gated Split-level guest unit,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,90.0,50.0,144851356,Dennis,Kailua/Kona,United States,100.0
3965,Luxury 2 bed 2 bath 1 parking in Allure Waikiki,Condominium,Entire home/apt,Real Bed,2.0,2.0,0,2.0,160.0,350.0,92506104,Jane,Waikiki,United States,93.09924038225925
3966,Cozy Apt Downtown Sleeps 3ppl 12b1 MTR downstairs,Apartment,Entire home/apt,Real Bed,0.0,1.0,6,1.0,385.0,118.0,21591327,Maria,Jordan,Hong Kong,90.0
3967,Günay Otel,Hotel,Private room,Real Bed,1.0,1.0,0,1.0,501.0,94.07480119284294,85694804,Mustafa,Catete,Turkey,93.09924038225925
3968,Casa Cosi - Gotico,Apartment,Entire home/apt,Real Bed,3.0,5.0,1,2.0,160.0,90.0,35936647,Casa Cosi,Sant Antoni,Spain,80.0
3969,BEAUTIFUL 2-BEDROOM TOWNHOUSE NYC,Apartment,Entire home/apt,Real Bed,2.0,3.0,9,1.0,350.0,150.0,1556814,Tammy,Harlem,United States,90.0
3970,淡雅2-3人房間,Apartment,Private room,Real Bed,1.0,1.0,7,1.0,699.0,120.0,217896207,磚,Mong Kok,Hong Kong,94.0
3971,Apartamento Aconchegante Próximo ao Metrô,Apartment,Entire home/apt,Real Bed,2.0,3.0,2,2.0,216.0,50.0,229100069,Maria,Flamengo,Brazil,100.0
3972,Penthouse Downtown with private indoor parking,Apartment,Entire home/apt,Real Bed,2.0,2.0,9,2.0,127.0,40.0,41293936,Alex,Quartier des Spectacles,Canada,100.0
3973,Apt moderno com ótima localização em Copacabana.,Apartment,Entire home/apt,Real Bed,0.0,1.0,1,1.0,500.0,150.0,91291223,Gabryel,Copacabana,Brazil,100.0
3974,Freshly renovated-3 bedroom-heart of MTL-parking!!,Apartment,Entire home/apt,Real Bed,3.0,3.0,12,1.0,95.0,35.0,69003475,Marco & Mélanie,Hochelaga-Maisonneuve,Canada,87.0
3975,Yau Ma Tei Shared Flat (Y8a),Apartment,Private room,Real Bed,1.0,1.0,0,1.0,228.0,94.07480119284294,97240131,Jov,Kennedy Town,Hong Kong,93.09924038225925
3976,Bright Cosy Flat in Batalha | Ace Location,Apartment,Entire home/apt,Real Bed,2.0,4.0,4,1.0,39.0,39.0,12730028,Host Wise,Tsim Sha Tsui,Portugal,100.0
3977,Tranquilidade,Condominium,Entire home/apt,Real Bed,1.0,2.0,0,1.0,250.0,90.0,164596151,Carmelo,Lapa,Brazil,93.09924038225925
3978,Outstanding place in Fenerbahçe,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,554.0,94.07480119284294,229224213,Derya,Kadıköy,Turkey,93.09924038225925
3979,O MELHOR QUARTO E SALA DO LEBLON,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,298.0,150.0,60473160,Valter,Leblon,Brazil,100.0
3980,Venha aproveitar a beleza das praia do Rio,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,119.0,94.07480119284294,229293807,Philippe,Vila Clementino,Brazil,93.09924038225925
3981,Whole apartment (City Center of Barcelona),Apartment,Entire home/apt,Real Bed,2.0,4.0,1,1.0,220.0,94.07480119284294,199972434,Enrique/Mathi,La Nova Esquerra de l'Eixample,Spain,80.0
3982,Göl kenarında müstakil ev konforu,House,Private room,Real Bed,1.0,1.0,0,1.0,74.0,94.07480119284294,45632945,Muhammet,Villeray-Saint-Michel-Parc-Extension,Turkey,93.09924038225925
3983,Private room/shared bath 5min walk 2 waikiki beach,Apartment,Private room,Real Bed,1.0,1.0,8,1.0,69.0,29.0,160611816,Nui,Carroll Gardens,United States,98.0
3984,WYNDHAM VACATION RESORTS ROYAL GARDEN-Sleeps 4,Condominium,Entire home/apt,Real Bed,0.0,2.0,0,1.0,500.0,100.0,30099596,Theo & Kate,Makakilo/Kapolei/Honokai Hale,United States,93.09924038225925
3985,25#1 Walk 3 minutes to Metro Monk. Big  room.,House,Private room,Real Bed,1.0,1.0,5,1.0,25.0,20.0,149312976,Lei,Le Sud-Ouest,Canada,88.0
3986,Spacious Bright and Airy Freshly Decorated Appt,Apartment,Entire home/apt,Real Bed,1.0,2.0,3,1.0,1853.0,94.07480119284294,8789305,Lee,Soho,Hong Kong,100.0
3987,İnfinity 1+1 Room İn Taksim İstanbul,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,369.0,94.07480119284294,214078387,Nizamittin,Taksim,Turkey,93.09924038225925
3988,Your Opo S. Bento 4B,Serviced apartment,Entire home/apt,Real Bed,2.0,4.0,3,2.5,92.0,0.0,16922131,YourOpo,Darlinghurst,Portugal,100.0
3989,"HongKong,Central Bright Double Room",Apartment,Entire home/apt,Real Bed,1.0,1.0,20,1.2911632100991886,1060.0,94.07480119284294,1576511,Frederic,Sheung Wan,Hong Kong,98.0
3990,"Copa Ponto Nobre 200,00 CARNAVAl 450.00",Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,298.0,200.0,4350101,Lucia,Botafogo,Brazil,93.09924038225925
3991,hhhhhome,Apartment,Private room,Real Bed,1.0,1.0,1,1.0,163.0,0.0,229046402,Gamze,Jordan,Turkey,80.0
3992,Not a big room in Barcelona,Apartment,Private room,Real Bed,1.0,1.0,0,1.5,35.0,0.0,229590514,Tusia & Alex,Westmount,Spain,93.09924038225925
3993,Çelik apt.,Apartment,Entire home/apt,Real Bed,2.0,3.0,1,1.0,316.0,94.07480119284294,229591086,Marzieh,Şişli,Turkey,93.09924038225925
3994,Coogee Luxury Home with Salt Water Pool & Parking,House,Entire home/apt,Real Bed,4.0,4.0,1,3.0,520.0,465.0,224233609,Aymeric,Elizabeth Bay/Rushcutters Bay,Australia,100.0
3995,Conforto e tranquilidade no coração de Ipanema,Apartment,Entire home/apt,Real Bed,3.0,5.0,0,3.0,981.0,94.07480119284294,229611507,Ana Paula,Ipanema,Brazil,93.09924038225925
3996,Amazing Waikiki Condo,Condominium,Entire home/apt,Real Bed,1.0,2.0,0,1.0,400.0,150.0,1643196,Anthony,Waikiki,United States,93.09924038225925
3997,COPACABANA BEACH,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,298.0,100.0,107438829,Bruno,Copacabana,Brazil,93.09924038225925
3998,Heart of Asian side,Bed and breakfast,Shared room,Real Bed,1.0,1.0,0,1.0,200.0,94.07480119284294,229870768,Ilkiz,Vila Isabel,Turkey,93.09924038225925
3999,Seguro & Simples & Barato,Apartment,Entire home/apt,Real Bed,0.0,1.0,0,1.0,265.0,0.0,163636791,Margarida & Cesar,Flamengo,Brazil,93.09924038225925
4000,"Today Apartment 多利公寓#4A3 @油麻地,獨立浴室,有窗,有電梯,免費WI-FI",Apartment,Private room,Real Bed,1.0,1.0,3,1.0,1123.0,50.0,227544226,Timmy,Mong Kok,Hong Kong,87.0
4001,Spacious Bondi Beach Studio- 600m from the beach,Apartment,Entire home/apt,Real Bed,0.0,1.0,1,1.0,161.0,35.0,3209767,Patrycia,Bondi Beach,Australia,100.0
4002,Cozy open space Mile-End Apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,4,1.0,70.0,25.0,49972016,Layal,Outremont,Canada,100.0
4003,Apart Hotel 1309,Serviced apartment,Private room,Real Bed,1.0,1.0,1,1.0,250.0,200.0,13121589,Patricia,Copacabana,Brazil,100.0
4004,Eric Vökel Boutique Apartments - Sagrada Familia Suites - 2 Bedroom 2 Bathrooms Apartment,Apartment,Entire home/apt,Real Bed,2.0,0.0,1,2.0,140.0,94.07480119284294,228209547,Eric,La Sagrada Família,Spain,100.0
4005,BCN11# Double room with bathroom A/C,Apartment,Private room,Real Bed,1.0,1.0,13,1.0,40.0,20.0,150795362,Cristina And Lorenzo,Soho,Spain,95.0
4006,Maui Sunset - Condo - Ocean View 1 bedroom  -B109,Condominium,Entire home/apt,Real Bed,1.0,3.0,0,2.0,175.0,150.0,230063833,Ryan,Kihei/Wailea,United States,93.09924038225925
4007,Oporto River House / Porto Rio,House,Entire home/apt,Real Bed,2.0,3.0,0,1.0,100.0,94.07480119284294,147334738,Joana,Kowloon Tong,Portugal,93.09924038225925
4008,Grand appartement rénové au coeur de Villeray,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,140.0,30.0,39369144,Florent,Villeray,Canada,93.09924038225925
4009,Oma'oma'o Falls ~ Pristine Private Home,House,Entire home/apt,Real Bed,2.0,2.0,7,2.0,200.0,175.0,230377920,Sierra,Hilo,United States,100.0
4010,Cozy 2BR condo in Montreal Downtown,Condominium,Entire home/apt,Real Bed,2.0,4.0,6,1.0,200.0,65.0,230255895,Kyle,Downtown Montreal,Canada,83.0
4011,Dorm 3baths SohoEast..,Apartment,Shared room,Real Bed,1.0,12.0,0,3.0,251.0,250.0,6504006,Chile,Quarry Bay,Hong Kong,93.09924038225925
4012,2 bedroom accommodation in Griffintown,Apartment,Entire home/apt,Real Bed,2.0,2.0,6,1.0,99.0,65.0,28047654,Moss,Old Port,Canada,87.0
4013,Rooms in Barcelona (3 people=2 rooms),Apartment,Private room,Real Bed,2.0,3.0,38,1.0,25.0,15.0,15681396,Gabriela,La Verneda i La Pau,Spain,94.0
4014,Large bright room in a loft + rooftop !!,Apartment,Private room,Real Bed,1.0,1.0,2,1.0,40.0,0.0,21171529,Cyril,Mile End,Canada,100.0
4015,Charming private room!,Apartment,Private room,Real Bed,1.0,1.0,4,1.0,23.0,14.0,230571113,Francisca,Verdun,Canada,100.0
4016,comfortable personal place,Apartment,Private room,Real Bed,1.0,1.0,4,1.0,353.0,0.0,165127099,Neko,Tsim Sha Tsui,Hong Kong,95.0
4017,Acogedor loft en Barcelona,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,70.0,30.0,7906740,Angeles,Sant Gervasi - Galvany,Spain,93.09924038225925
4018,"In front of the sea, terrace close Congress center",Apartment,Entire home/apt,Real Bed,4.0,7.0,1,2.0,330.0,110.0,3399123,Eberhard&Aurélie@Es-Flats,Sant Antoni,Spain,100.0
4019,Nice comfortable bedroom A with private bathroom,Guesthouse,Private room,Real Bed,1.0,1.0,1,1.0,89.0,50.0,128502078,Marina,Kalihi Valley,United States,100.0
4020,"Merkezi daire, metroya çok yakın",Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,575.0,94.07480119284294,203313921,Mert,Glebe,Turkey,100.0
4021,Cozy room near Montjuic and city center,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,16.0,10.0,7604918,Danyusha,Zetland,Spain,93.09924038225925
4022,Gorgeous Flat in Moda,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.5,501.0,0.0,58369968,Garo,Lilyfield/Rozelle,Turkey,93.09924038225925
4023,3store apartment for vacations,Apartment,Entire home/apt,Real Bed,3.0,5.0,1,3.0,791.0,94.07480119284294,8267301,Yasmin,Brooklyn Navy Yard,Brazil,93.09924038225925
4024,Exclusivity in Istanbul City View,Apartment,Entire home/apt,Real Bed,1.0,4.0,1,1.5,1192.0,0.0,1585558,Mert,Taksim,Turkey,93.09924038225925
4025,"UWS Apt., Close to Museums, Subways & Central Pk.",Apartment,Entire home/apt,Real Bed,1.0,0.0,0,1.0,210.0,125.0,15723158,Katherine,Upper West Side,United States,93.09924038225925
4026,"三大房大床,客廳寬闊｡旺角中心,到地鐵口不到1分鐘",Apartment,Entire home/apt,Real Bed,3.0,4.0,2,1.0,1201.0,400.0,183844752,Boris,Mong Kok,Hong Kong,80.0
4027,Romantic studio with stunning Galata Tower View,House,Entire home/apt,Real Bed,1.0,1.0,4,1.0,179.0,94.07480119284294,100922124,Esra,Villeray-Saint-Michel-Parc-Extension,Turkey,87.0
4028,Loft totalmente reformado,Apartment,Entire home/apt,Real Bed,0.0,2.0,1,1.0,250.0,150.0,231104577,Bernard,Leme,Brazil,100.0
4029,Cobertura Duplex Barra,Apartment,Entire home/apt,Real Bed,3.0,3.0,0,3.0,351.0,300.0,160833906,RioHost,Copacabana,Brazil,93.09924038225925
4030,Liiiving in Porto | Aliados Luxury Apartment II,Apartment,Entire home/apt,Real Bed,2.0,3.0,2,2.0,100.0,40.0,30907275,Liiiving,Copacabana,Portugal,100.0
4031,Welcome to a homely room in heart of downtown MTL,Apartment,Private room,Real Bed,1.0,1.0,6,1.0,39.0,45.0,230851635,Loise,Ville-Marie,Canada,87.0
4032,"Beautiful apartment  3 rooms, close to the beach",Condominium,Entire home/apt,Real Bed,3.0,6.0,0,3.0,500.0,380.0,231330029,Roseli,Barra da Tijuca,Brazil,93.09924038225925
4033,Stop! Look No Further! Leinaala #104 Oceanfront Ocean View 1Bd/1Ba Sleeps 4,Condominium,Entire home/apt,Real Bed,1.0,2.0,0,1.0,189.0,149.0,51017586,Rentals Maui,City Island,United States,93.09924038225925
4034,"Maui Kamaole #H-205 2B/2Ba 3 Mins to Beach Low-Density Property, Ocean View!",Condominium,Entire home/apt,Real Bed,2.0,4.0,0,2.0,326.0,206.0,51017586,Rentals Maui,Mount Eden,United States,93.09924038225925
4035,"Wailea Ekahi #53C Hawaiian Beachfront, 1575 Sqft. Townhome, Renovated!",Condominium,Entire home/apt,Real Bed,2.0,3.0,0,2.5,553.0,363.0,51017586,Rentals Maui,Rego Park,United States,93.09924038225925
4036,"Kamaole Sands #7-305 1Bd/2Ba, Inner Court, Large Lanai, Near Beach, Sleeps 4",Condominium,Entire home/apt,Real Bed,1.0,2.0,0,2.0,171.0,206.0,51017586,Rentals Maui,La Verneda i La Pau,United States,93.09924038225925
4037,"Kihei Bay Vista #C-108 1Bd Near Beach, Great Location, Great Rates! Sleeps 4",Condominium,Entire home/apt,Real Bed,1.0,2.0,0,1.0,139.0,154.0,51017586,Rentals Maui,Gay Village,United States,93.09924038225925
4038,伊斯坦布尔伊人之家female only(提供女游客全境保护作家客厅文化沙龙导游土耳其旅游注意事项),Bed and breakfast,Shared room,Real Bed,1.0,2.0,3,1.0,58.0,94.07480119284294,224694225,巧,Palo Alto,Turkey,100.0
4039,Good apartment without any noises,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,227.0,94.07480119284294,218359950,Mahtab,Cihangir,Turkey,93.09924038225925
4040,A warm and affordable room in Hong Kong,Apartment,Private room,Real Bed,1.0,1.0,4,1.0,400.0,94.07480119284294,48401370,Tang,Tai Kok Sui,Hong Kong,90.0
4041,"Tatlı, huzurlu",Apartment,Entire home/apt,Real Bed,1.0,2.0,1,1.0,301.0,0.0,53161010,Damla,Haymarket,Turkey,100.0
4042,Oporto Palace Apartments Five,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,80.0,20.0,230785329,Gonçalo,East Flatbush,Portugal,93.09924038225925
4043,New! River Park Apartment. | Douro River view!,Apartment,Entire home/apt,Real Bed,1.0,2.0,1,1.0,60.0,15.0,231478619,Dale,Manly,Portugal,100.0
4044,Views To Die For// Studio Rushcutters Bay // Free Parking,Apartment,Entire home/apt,Real Bed,0.0,1.0,9,1.0,90.0,90.0,224426080,Air,Elizabeth Bay/Rushcutters Bay,Australia,76.0
4045,BirdhouseA :),House,Private room,Real Bed,1.0,1.0,0,1.0,58.0,30.0,201266718,Nilay,Pena,Turkey,93.09924038225925
4046,Cozy Studio In the Heart of Hong Kong,Apartment,Entire home/apt,Real Bed,0.0,1.0,3,1.0,298.0,94.07480119284294,149350233,Cris,Sheung Wan,Hong Kong,93.0
4047,BRIGHT DOUBLE ROOM 2- Sultanahmet,Apartment,Entire home/apt,Real Bed,1.0,2.0,56,1.0,121.0,179.0,15770987,Sultan,Sultanahmet,Turkey,93.0
4048,La Joie appartement,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,60.0,94.07480119284294,219886623,Maurice,Ahuntsic-Cartierville,Canada,93.09924038225925
4049,"Sleek, luxurious, in Copacabana",Apartment,Entire home/apt,Real Bed,1.0,1.0,24,1.0,224.0,224.0,1595467,Dennis,Copacabana,Brazil,97.0
4050,NAYA - Downtown Guesthouse - Suite Timor,House,Private room,Real Bed,1.0,2.0,2,1.0,80.0,0.0,231190201,Naya,Phillip Bay,Portugal,90.0
4051,Sisli Fulya'da keyifli  bir ev,Serviced apartment,Private room,Real Bed,1.0,2.0,0,1.0,148.0,40.0,142426983,Burak,Monterey,Turkey,93.09924038225925
4052,Santa Catarina Downtown III,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,200.0,35.0,130805492,Marta,Kailua/Kona,Portugal,93.09924038225925
4053,cosy room in uskudar,Apartment,Private room,Real Bed,1.0,1.0,1,1.0,53.0,94.07480119284294,231817714,Yusuf,Coney Island,Turkey,100.0
4054,NEW BIG ROOM IN MID LEVELS - SAI YING PUN MTR,Apartment,Private room,Real Bed,1.0,1.0,1,1.0,447.0,0.0,20204555,Jorge,Sai Ying Pun,Hong Kong,100.0
4055,Makana Kai,Other,Entire home/apt,Real Bed,2.0,3.0,0,2.0,150.0,302.0,156331964,Grand Welcome,Darlinghurst,United States,93.09924038225925
4056,Amazing 12th floor 2BD Ko Olina Beach Villa,Condominium,Entire home/apt,Real Bed,2.0,3.0,1,2.0,397.0,507.0,147713325,Love Hawaii Villas,Mile End,United States,100.0
4057,Relax on the Terrace of a Darlinghurst Home,Townhouse,Private room,Real Bed,1.0,1.0,104,1.0,151.0,40.0,1596677,David,Paddington,Australia,97.0
4058,live in a painting atelier,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,74.0,0.0,231886177,Elif,Beşiktaş,Turkey,93.09924038225925
4059,Deluxe one bed room suite - 5,Serviced apartment,Private room,Real Bed,1.0,1.0,0,1.0,1798.0,94.07480119284294,27773646,Kenneth,Tsim Sha Tsui,Hong Kong,93.09924038225925
4060,"Cityloft 36, 2+1 Special Flat / Ataşehir",Boutique hotel,Private room,Real Bed,2.0,2.0,2,2.0,221.0,0.0,110769021,Cityloft,Jardim Europa,Turkey,90.0
4061,Wilner Hôtel,Condominium,Private room,Real Bed,2.0,2.0,1,1.0,64.0,0.0,216066707,Wilner,Rivière-des-Prairies-Pointe-aux-Trembles,Canada,80.0
4062,Studio downtown montreal,Apartment,Entire home/apt,Real Bed,0.0,1.0,0,1.0,60.0,94.07480119284294,58775153,Iba,Gay Village,Canada,93.09924038225925
4063,"Apt moderno, completo e bem localizado.",Apartment,Entire home/apt,Real Bed,2.0,2.0,1,2.0,261.0,140.0,28171934,Gisele,Laranjeiras,Brazil,100.0
4064,"Perfect Location, Apt Close to Tamarama and Bondi",Apartment,Entire home/apt,Real Bed,1.0,1.0,2,1.0,139.0,60.0,4198009,Rafael,Waverly,Australia,100.0
4065,Yakut Hotel,Boutique hotel,Private room,Real Bed,1.0,4.0,0,1.0,359.0,94.07480119284294,226077610,Mehmet,Sultanahmet,Turkey,93.09924038225925
4066,"泓都3座,位于港岛坚尼地城,近地铁和海边,中高档住宅｡V:mengmengustc9916",House,Entire home/apt,Real Bed,1.0,1.0,1,1.0,196.0,94.07480119284294,149371412,萌,Wong Tai Sin,Hong Kong,100.0
4067,Waikiki Private Close to Everything,Condominium,Private room,Real Bed,1.0,1.0,2,1.0,85.0,75.0,232202725,Lei & Maree,Old Rosemont,United States,100.0
4068,Matosinhos Beach Apartment,Apartment,Entire home/apt,Real Bed,3.0,3.0,0,2.0,60.0,40.0,232212019,Nelson,Greenwich Village,Portugal,93.09924038225925
4069,Residence/ 4 kişilik küçük tatlı bir ev :),House,Entire home/apt,Real Bed,1.0,2.0,0,1.0,111.0,94.07480119284294,193088028,Şule,El Camp de l'Arpa del Clot,Turkey,93.09924038225925
4070,"Central suite near Taksim, istiklal",Boutique hotel,Private room,Real Bed,1.0,1.0,0,1.0,475.0,94.07480119284294,184930890,Setareh,Crown Heights,Turkey,93.09924038225925
4071,friends gathering apartment,Apartment,Entire home/apt,Real Bed,1.0,3.0,2,1.0,981.0,0.0,165127099,Neko,Tsim Sha Tsui,Hong Kong,90.0
4072,Super convenient entire apartment near Sydney CBD!,Apartment,Entire home/apt,Real Bed,1.0,3.0,3,1.0,151.0,80.0,232272510,Yali,Ultimo,Australia,87.0
4073,Homely unit in a handy location,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,151.0,94.07480119284294,232283931,Hamid Reza,Dulwich Hill,Australia,93.09924038225925
4074,Dorm 3baths SohoEast......,Apartment,Shared room,Real Bed,1.0,12.0,2,3.0,251.0,250.0,6504006,Chile,Quarry Bay,Hong Kong,100.0
4075,"FLAT EM  FRENTE  À  PRAIA DA BARRA, RJ  - BRASIL",Serviced apartment,Entire home/apt,Real Bed,1.0,2.0,1,1.0,459.0,150.0,22098589,Celmo Ferreira,Barra da Tijuca,Brazil,40.0
4076,Excelente apartamento con perfecta ubicación..,Apartment,Private room,Real Bed,1.0,1.0,3,1.0,30.0,35.0,207026321,Amaury,La Nova Esquerra de l'Eixample,Spain,87.0
4077,#S4銅鑼灣百德大廈D座公寓式住宅,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,447.0,94.07480119284294,198109516,Yumi,Causeway Bay,Hong Kong,93.09924038225925
4078,Apto ótimo ponto Copacabana! Aconchegante e lindo!,Apartment,Entire home/apt,Real Bed,1.0,3.0,0,1.0,201.0,100.0,81682674,Tânia,Copacabana,Brazil,93.09924038225925
4079,Porto Downtown Apartment V,Apartment,Entire home/apt,Real Bed,1.0,1.0,3,1.0,28.0,12.0,124234278,Porto Downtown Apartments,Irajá,Portugal,87.0
4080,Apartamento em Copacabana,Apartment,Entire home/apt,Real Bed,3.0,4.0,0,1.5,1201.0,94.07480119284294,232588959,Ana,Kalihi Valley,Brazil,93.09924038225925
4081,"Chateau Tijucano (amplo, iluminado e tranquilo)",Apartment,Entire home/apt,Real Bed,2.0,4.0,3,2.0,201.0,94.07480119284294,184598109,Edilberto,Maracanã,Brazil,100.0
4082,Cozy house 10 min from SAW airport w/ King Bed,Apartment,Entire home/apt,Real Bed,2.0,2.0,2,1.0,79.0,94.07480119284294,92497561,Mert,Mont-Royal,Turkey,70.0
4083,Old City Cozy Room with Private bathroom in Balat,Boutique hotel,Private room,Real Bed,1.0,1.0,0,1.0,237.0,94.07480119284294,164963116,Yalçın,Fatih,Turkey,93.09924038225925
4084,"原始森林渡假屋:4号独立房间,双人床,写字桌,舒适自然环境｡",Villa,Private room,Real Bed,1.0,1.0,1,1.0,60.0,10.0,232642925,Hong,Great Kills,Australia,100.0
4085,Camões Executive Flat (w/ Air conditioning),Apartment,Entire home/apt,Real Bed,1.0,2.0,3,1.0,45.0,30.0,124060965,Lurdes E Jorge,High Park North,Portugal,87.0
4086,Room/private bathroom near Maracanã,Apartment,Private room,Real Bed,1.0,1.0,3,1.0,127.0,94.07480119284294,9667149,Carlos,Tijuca,Brazil,100.0
4087,"AMAZED VISUAL  EXCELENTE LOCALIZAÇAO, ACONCHEGANTE",Apartment,Entire home/apt,Real Bed,1.0,3.0,10,1.5,257.0,160.0,15824155,Catarina,Flamengo,Brazil,96.0
4088,Bright 1BR in Griffintown Floor #4 by Sonder,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,76.0,95.0,224865057,Sonder Montreal,Shek Tong Tsui,Canada,93.09924038225925
4089,Desirable 1BR in Griffintown Floor #3 by Sonder,Apartment,Entire home/apt,Real Bed,1.0,2.0,1,1.0,76.0,95.0,224865057,Sonder Montreal,Carroll Gardens,Canada,100.0
4090,Chic 1BR in Griffintown Floor #2 by Sonder,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,81.0,95.0,224865057,Sonder Montreal,Arncliffe,Canada,93.09924038225925
4091,Family Room - Idylle Hotel,Boutique hotel,Private room,Real Bed,1.0,2.07145434861061,0,1.0,891.0,94.07480119284294,232874202,Cemil,Strathfield,Turkey,93.09924038225925
4092,Entire 1 bedroom apt. in Town Mount-Royal,Apartment,Entire home/apt,Real Bed,1.0,1.0,3,1.0,50.0,15.0,23009904,Robert,Mont-Royal,Canada,100.0
4093,"Taksim, Beyoğlu, Turkey Deluxe Room Sq. 3 Min.Walk",Boutique hotel,Private room,Real Bed,1.0,1.0,1,1.0,111.0,94.07480119284294,21398831,Baris,Taksim,Turkey,100.0
4094,"Enchanting Oasis, nestled in Downtown Montreal",Loft,Entire home/apt,Real Bed,1.0,1.0,31,1.0,350.0,60.0,8188625,Phil,Downtown Montreal,Canada,97.0
4095,Quiet 2 bedrooms condo near LaSalle metro station.,Condominium,Entire home/apt,Real Bed,2.0,2.0,1,1.0,55.0,30.0,8145396,Philippe,Verdun,Canada,80.0
4096,"Cozy room at Hollywood Road, Sheung Wan.",Bed and breakfast,Private room,Real Bed,1.0,1.0,0,1.0,298.0,94.07480119284294,231424264,Ana,Sheung Wan,Hong Kong,93.09924038225925
4097,Belinha Apartments - Lapa Studio,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,60.0,15.0,75462716,Isabel,Maui,Portugal,100.0
4098,8br DUPLEX in Plateau Mont Royal!,Apartment,Entire home/apt,Real Bed,8.0,10.0,0,2.0,199.0,160.0,229505184,Aj,Le Plateau,Canada,93.09924038225925
4099,Luxury 2 bedroom apartment infront of the beach,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,72.0,94.07480119284294,195138424,Mo,Diagonal Mar - La Mar Bella,Spain,93.09924038225925
4100,ZT Homes Economic Suite,Serviced apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,174.0,173.0,191749229,Tijen,Taksim,Turkey,93.09924038225925
4101,"Metrobuse,ulasima yakin lüks daire",House,Entire home/apt,Real Bed,2.0,2.0,0,1.0,142.0,250.0,226314277,Fatma,Ewa,Turkey,93.09924038225925
4102,DA'Home - Boavista Beautiful Apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,5,1.0,55.0,15.0,148125813,DaHome,Crown Heights,Portugal,96.0
4103,Charming Private Studio in LES,Apartment,Entire home/apt,Real Bed,0.0,1.0,6,1.0,160.0,94.07480119284294,15853337,Julia,Lower East Side,United States,80.0
4104,Panorama Hanı,Apartment,Shared room,Real Bed,1.0,2.0,1,1.0,74.0,94.07480119284294,89597488,Omar,Battery Park City,Turkey,100.0
4105,Pulitzer Extra- Read all about our experiences!,Boutique hotel,Private room,Real Bed,1.0,2.0,0,1.0,150.0,94.07480119284294,232936482,Regina,Hung Hom,Spain,93.09924038225925
4106,Cozy Room (Girls only) Quiet area/Sagrada Familia,Apartment,Private room,Real Bed,0.0,1.0,4,1.0,30.0,10.0,195456135,Jo,Lachine,Spain,100.0
4107,Plateau room for rent / chambre a louer Plateau,Apartment,Private room,Real Bed,1.0,1.0,2,1.0,20.0,94.07480119284294,228213086,Maxime,Le Plateau,Canada,100.0
4108,Popular Rainforest Hideaway,House,Entire home/apt,Real Bed,4.0,7.0,38,2.0,258.0,80.0,2317486,Becky,Island of Hawaiʻi,United States,96.0
4109,Affordable Room Attached Private Balcony,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,63.0,94.07480119284294,10613916,Mehmet,Flushing,Turkey,93.09924038225925
4110,Cozy Harlem Home,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,125.0,94.07480119284294,15859636,Kyle,Harlem,United States,93.09924038225925
4111,İstanbulun en merkezi ve tarihi ilçesinde yaşam,Apartment,Private room,Real Bed,2.0,2.0,0,1.0,132.0,50.0,232308132,Günay,Üsküdar,Turkey,93.09924038225925
4112,Appartment Loft style,Apartment,Entire home/apt,Real Bed,0.0,1.0,7,1.0,38.0,94.07480119284294,206011719,Erzen,Cote-des-Neiges-Notre-Dame-de-Grace,Canada,87.0
4113,Cozy 1-BR in Luxury Complex with a View,Apartment,Private room,Real Bed,1.0,1.0,2,1.0,675.0,280.0,17864366,Cola,Erskineville,Hong Kong,100.0
