,name,property_type,room_type,bed_type,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,host_id,host_name,host_neighbourhood,country,review_scores_rating
4114,精致双人套房@深水埗,Condominium,Private room,Real Bed,0.0,1.0,0,1.0,518.0,80.0,2951562,Short-Term,Sham Shui Po,Hong Kong,93.09924038225925
4115,Amazing Terrace view in Galata,Apartment,Entire home/apt,Real Bed,2.0,3.0,0,2.0,527.0,105.0,6754227,Enise,Karaköy,Turkey,93.09924038225925
4116,Apartment For Rent Near Camp Nou,Apartment,Entire home/apt,Real Bed,3.0,6.0,32,2.0,105.0,79.0,15884961,Pilar,La Barceloneta,Spain,79.0
4117,Causeway bay serviced apartment max for 3 people,Serviced apartment,Entire home/apt,Real Bed,0.0,2.0,0,1.0,1201.0,94.07480119284294,76696290,Kidd,Bedford Park,Hong Kong,93.09924038225925
4118,【福田口岸/香港落马洲】精品舒适一居室,House,Entire home/apt,Real Bed,1.0,1.0,0,1.0,393.0,94.07480119284294,220143760,光炜,Central,China,93.09924038225925
4119,3 Persons Room +Private Bathroom ( 3 人家庭房+私人浴室),Guesthouse,Private room,Real Bed,1.0,2.0,7,1.0,416.0,94.07480119284294,192198129,Wing,Tsim Sha Tsui,Hong Kong,91.0
4120,2-bedroom apartment in the Old Town,Apartment,Entire home/apt,Real Bed,2.0,4.0,0,1.0,46.0,60.0,234256283,Sasha,El Gòtic,Spain,93.09924038225925
4121,★BABU HOUSE ★ Bed in Mixed Dormitory ★ Taksim ★,Aparthotel,Shared room,Real Bed,1.0,4.0,0,1.0,79.0,0.0,21792167,Madlen,Cihangir,Turkey,93.09924038225925
4122,Perfectly located 2-bedroom place near Ramblas,Apartment,Entire home/apt,Real Bed,2.0,4.0,0,1.0,46.0,60.0,234256283,Sasha,El Gòtic,Spain,93.09924038225925
4123,Private room with sunny terrace of 200m2. 6,Apartment,Private room,Real Bed,1.0,1.0,0,3.0,10.0,55.0,10708046,Salvatore,La Maternitat i Sant Ramon,Spain,93.09924038225925
4124,Spacious room with private floor in 3 story home,Townhouse,Private room,Real Bed,1.0,1.0,3,1.0,60.0,40.0,15024321,Andy,Quarry Bay,Australia,93.0
4125,Bedroom & living room  in the best part of Ipanema,Apartment,Entire home/apt,Real Bed,1.0,2.0,93,1.5,164.0,150.0,792218,Levy,Copacabana,Brazil,95.0
4126,STUDIO FOR RENT 0+1 (1),Apartment,Private room,Real Bed,0.0,1.0,0,1.0,221.0,94.07480119284294,234461397,Youssef,Greenpoint,Turkey,93.09924038225925
4127,Piso muy grande con 6 habitaciones en el centro,Apartment,Entire home/apt,Real Bed,6.0,12.0,0,3.5,168.0,94.07480119284294,234522807,Vicky,Sant Pere/Santa Caterina,Spain,93.09924038225925
4128,Sucá Apartments - in the heart of Porto (Apt3),Apartment,Entire home/apt,Real Bed,1.0,2.0,1,1.0,60.0,25.0,234394881,Girafa,Sant Andreu de Palomar,Portugal,100.0
4129,Kai 商务现代风小窝Y08~~~~~,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,550.0,94.07480119284294,117779016,Vinson,Mong Kok,Hong Kong,93.09924038225925
4130,Modern Apt minutes to city and beaches,Apartment,Entire home/apt,Real Bed,1.0,1.0,6,1.0,109.0,75.0,109029653,Patrick,Neutral Bay,Australia,93.0
4131,★LAVANTA HOTEL★ SINGLE ROOM + BREAKFAST in TAKSIM,Hotel,Private room,Real Bed,1.0,1.0,0,1.0,195.0,94.07480119284294,21792167,Madlen,Cihangir,Turkey,93.09924038225925
4132,Lovely en-suite bedroom in city center,Bed and breakfast,Private room,Real Bed,1.0,1.0,2,1.0,69.0,50.0,234746453,Louis,El Raval,Spain,93.09924038225925
4133,"süper manzaralı yazlık ,kışlık 2+1",Apartment,Entire home/apt,Real Bed,3.0,5.0,0,1.0,148.0,200.0,15928778,Yılmaz,Lugarno,Turkey,93.09924038225925
4134,Modern room private balcony and bathroom,House,Private room,Real Bed,1.0,1.0,0,1.0,75.0,94.07480119284294,34871180,Trudie,Chifley,Australia,93.09924038225925
4135,"1Family Vacation Suite RAMBL Street, Port of Colom",Condominium,Entire home/apt,Real Bed,1.0,3.0,0,1.0,45.0,30.0,235055291,Anna,la Sagrada Família,Spain,93.09924038225925
4136,Dorion Village Montréal,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,70.0,94.07480119284294,88744803,Carlos,La Teixonera,Canada,93.09924038225925
4137,Close to EELS rugby club n CBD,Apartment,Entire home/apt,Real Bed,1.0,4.0,5,1.0,14.0,94.07480119284294,234657965,Deepak,Fenway/Kenmore,Australia,84.0
4138,Prince Edward-Sofa Bed,House,Shared room,Real Bed,1.0,1.0,2,1.0,157.0,50.0,16806247,Demi,Sham Shui Po,Hong Kong,100.0
4139,"Nice Cozy Room in BROOKLYN, NYC, NY, Bushwick",House,Private room,Real Bed,1.0,2.0,166,1.0,33.0,15.0,2885704,Victor,Bushwick,United States,96.0
4140,Spacious apt with 360-degree view in HK Island,Apartment,Entire home/apt,Real Bed,0.0,1.0,0,1.0,1201.0,120.0,26489827,Claire,Midtown,Hong Kong,93.09924038225925
4141,Stone Wall Apartment,Apartment,Entire home/apt,Real Bed,3.0,5.0,0,2.0,79.0,35.0,235211066,Helder,Manoa,Portugal,93.09924038225925
4142,★Exterior y céntrica★St Antoni A 2 min del Aerobus,Apartment,Private room,Real Bed,1.0,2.0,6,1.0,35.0,18.0,54976670,Jose,Sant Antoni,Spain,93.0
4143,A warm clean cozy room 乾淨有愛 @Temple Street 廟街 單人床,Apartment,Private room,Real Bed,1.0,1.0,5,1.0,479.0,50.0,24785874,Xi,Mong Kok,Hong Kong,100.0
4144,Room&Yard... Pl. España,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,38.0,5.0,235435435,Gina,Battery Park City,Spain,93.09924038225925
4145,"Ipanema, cozy room",Apartment,Private room,Real Bed,1.0,1.0,0,1.0,560.0,94.07480119284294,12728350,Iago,Ipanema,Brazil,93.09924038225925
4146,BEAUTIFUL PRIVATE ROOM 1 MINUTE FROM METRO STATION,Bed and breakfast,Private room,Real Bed,1.0,1.0,0,1.0,25.0,94.07480119284294,235527412,Sara,Saint-Laurent,Canada,93.09924038225925
4147,2BR apartment on St-Laurent. Heart of the Plateau!,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,89.0,60.0,190835103,San Lorenzo,Le Plateau,Canada,93.09924038225925
4148,Porto com Alma,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,45.0,0.0,34305218,Cristina  E Jorge,Darlinghurst,Portugal,93.09924038225925
4149,Studio with a inner patio (with daily clean),Serviced apartment,Entire home/apt,Real Bed,0.0,1.0,0,1.0,100.0,94.07480119284294,214755900,B28,Kaneohe,Portugal,93.09924038225925
4150,Cómoda habitación individual + baño privado,Apartment,Private room,Real Bed,1.0,1.0,0,3.0,27.0,0.0,36607755,Igor,Dreta de l'Eixample,Spain,93.09924038225925
4151,Penthouse 3 bedrooms apartment B376,Apartment,Entire home/apt,Real Bed,3.0,5.0,1,2.0,262.0,80.0,8130906,Arina,Dreta de l'Eixample,Spain,100.0
4152,[Darling Harbour] Private Room in Morden House,Townhouse,Private room,Real Bed,1.0,1.0,4,2.5,37.0,94.07480119284294,232028354,Yian,Ultimo,Australia,80.0
4153,The Getaway Van - DEEP SEA,Camper/RV,Entire home/apt,Real Bed,0.0,2.0,0,1.0,59.0,0.0,22091788,Graça,Jardim Europa,Portugal,93.09924038225925
4154,Sun and leisure close Barra Beach,Apartment,Entire home/apt,Real Bed,1.0,2.0,16,1.0,298.0,90.0,15977314,Jaime,Barra da Tijuca,Brazil,98.0
4155,Ataşehir,Apartment,Entire home/apt,Real Bed,1.4117117117117117,2.0,0,1.0,279.0,94.07480119284294,235894250,Günay,Vaugirard,Turkey,93.09924038225925
4156,Amazing Industrial 4 bedroom Loft,Apartment,Entire home/apt,Real Bed,4.0,5.0,0,1.0,200.0,100.0,961586,Mano,Le Plateau,Canada,93.09924038225925
4157,NY WORLD KONAKLAMA,Bed and breakfast,Private room,Real Bed,1.0,3.0,0,1.0,269.0,94.07480119284294,100996498,Vedat,Parada de Lucas,Turkey,93.09924038225925
4158,BEŞBEŞ,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,121.0,94.07480119284294,233837941,Elmas,Kailua/Kona,Turkey,93.09924038225925
4159,Share in NYC's trendy East Village,Apartment,Private room,Real Bed,1.0,1.0,125,1.0,89.0,45.0,1617817,Chris,East Village,United States,95.0
4160,the best location in taksim. hotel apt. 3rd floor,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,206.0,94.07480119284294,236042149,Iman,Anjou,Turkey,93.09924038225925
4161,GENIAL APARTAMENTO EN SANTS (BHM2-3564),Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,57.0,94.07480119284294,193618270,Alba,Sant Pere/Santa Caterina,Spain,93.09924038225925
4162,Quarto p estudante,Casa particular (Cuba),Private room,Real Bed,1.0,1.0,2,1.0,56.0,94.07480119284294,236062384,Thecla,Copacabana,Brazil,60.0
4163,Küçük sakin temiz ve tatlı bir yer Bekleriz ),Apartment,Entire home/apt,Real Bed,2.0,3.0,2,1.0,132.0,94.07480119284294,60006485,Mehmet Veysi,Sultanahmet,Turkey,90.0
4164,kitinete na Praça da Bandeira. Perto de tudo!,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,112.0,94.07480119284294,24075114,Flavia,Praça da Bandeira,Brazil,93.09924038225925
4165,"Room w' priv bathroom, breakfast in best location!",Apartment,Private room,Real Bed,1.0,3.0,1,1.0,50.0,20.0,182062329,Manuela,Dreta de l'Eixample,Spain,100.0
4166,Carnaval  Inesquecível no Rio de Janeiro,Apartment,Entire home/apt,Real Bed,2.0,4.0,0,1.0,164.0,120.0,11962606,Mariangela,Inwood,Brazil,93.09924038225925
4167,AMAZING PENTHOUSE IN BARCELONA,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,56.0,60.0,63048416,Carla,El Gòtic,Spain,93.09924038225925
4168,İstanbul'un Merkezinde Sessiz ve Güvenli Eviniz,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,475.0,119.0,221410900,David Stephan,Şişli,Turkey,93.09924038225925
4169,Individual SUITE in Sheung Wan area,Guest suite,Private room,Real Bed,0.0,1.0,2,1.0,400.0,150.0,99299723,Harvest,Sheung Wan,Hong Kong,90.0
4170,Center - Apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,35,1.0,119.0,150.0,13583233,Luiz Augusto,Lapa,Brazil,96.0
4171,Copacabana 3 rooms 3 wcs garage,Condominium,Entire home/apt,Real Bed,3.0,7.0,0,3.0,451.0,210.0,26988167,Sérgio,Copacabana,Brazil,93.09924038225925
4172,Great apartment in Ipanema!!,Apartment,Entire home/apt,Real Bed,3.0,4.0,0,3.0,3544.0,94.07480119284294,16021393,Joao,Mercês,Brazil,93.09924038225925
4173,Plaza Real Room,Apartment,Private room,Real Bed,1.0,2.0,8,1.0,85.0,94.07480119284294,30591643,Fernando,El Gòtic,Spain,100.0
4174,APART HOTEL,Boutique hotel,Private room,Real Bed,1.0,1.0,0,1.0,121.0,0.0,236100063,Çayan,Cihangir,Turkey,93.09924038225925
4175,Kadikoy Kalamis Suit-HugeTerras with Sea View !,Loft,Entire home/apt,Real Bed,0.0,2.0,0,1.0,833.0,328.0,30414920,Ebru,Hung Hom,Turkey,93.09924038225925
4176,Quarto aconchegante do Jardim Botânico.,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,145.0,94.07480119284294,49555501,Pedro,Botafogo,Brazil,93.09924038225925
4177,Apartamento no centro do Rio,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,101.0,0.0,231425628,Josi,Estacio,Brazil,93.09924038225925
4178,《white lover》白色恋人 主题部屋 大围 旺角东,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,683.0,250.0,10088915,宅一起,Mong Kok,Hong Kong,93.09924038225925
4179,Istanbul Ortakoy Besiktas Boutique Hotel 3 Person,Boutique hotel,Private room,Real Bed,1.0,2.0,0,1.0,221.0,94.07480119284294,236948878,Bridge,Ortaköy,Turkey,93.09924038225925
4180,Artsy Co-living 共住空間 (Double雙人) E 油麻地 Yau Ma Tei,Apartment,Private room,Real Bed,1.0,1.0,1,2.0,283.0,94.07480119284294,236765747,Artsy,King's Park,Hong Kong,60.0
4181,Artsy Co-living 共住空間 (Single單人) C油麻地 Yau Ma Tei,Apartment,Private room,Real Bed,1.0,1.0,0,2.0,267.0,94.07480119284294,236765747,Artsy,King's Park,Hong Kong,93.09924038225925
4182,"Casa numa Ilha Na Barra da Tijuca, Rio de Janeiro",House,Entire home/apt,Real Bed,2.0,3.0,0,2.0,500.0,94.07480119284294,9449670,Djalma,East Harlem,Brazil,93.09924038225925
4183,LEBLON 1 BED FLAT BEST LOCATION,Apartment,Private room,Real Bed,1.0,2.0,11,1.0,160.0,174.0,1624674,Paula And Marilia,Leblon,Brazil,82.0
4184,Happy people Ramblas Harbour 3 bedrooms appartment for 3 people,Apartment,Entire home/apt,Real Bed,2.0,4.0,0,1.0,300.0,94.07480119284294,214774673,Happy People,Kuliouou/Kalani Iki,Spain,93.09924038225925
4185,Private Garden “Pi House Villa Garden” in Cihangir,Apartment,Entire home/apt,Real Bed,2.0,4.0,1,1.0,316.0,232.0,126307328,Recep,Jamaica,Turkey,100.0
4186,"*PARKING* Classy, Comfy and Clean Apt near Dtown!",Apartment,Entire home/apt,Real Bed,2.0,2.0,5,1.0,79.0,35.0,222433393,Julieta,Hochelaga-Maisonneuve,Canada,72.0
4187,Quarto para a Copa do Mundo 2014 RJ,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,399.0,94.07480119284294,15810205,Luiz,São Conrado,Brazil,93.09924038225925
4188,Room “Elegance” in Barcelona centrum.,Apartment,Private room,Real Bed,0.0,1.0,4,1.0,55.0,94.07480119284294,118660083,Nerea,Alphabet City,Spain,95.0
4189,Ótimo apartamento a 2 minutos da praia,Apartment,Entire home/apt,Real Bed,0.0,3.0,1,1.0,101.0,120.0,8696288,Michael,Copacabana,Brazil,100.0
4190,Private roon / Quarto individual,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,399.0,94.07480119284294,4863661,Mathieu,Hamilton Heights,Brazil,93.09924038225925
4191,Private room for solo travellers,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,179.0,94.07480119284294,12153103,Lindsay,Fatih,Turkey,93.09924038225925
4192,2 chambre appartement a louer downtown,Loft,Entire home/apt,Real Bed,2.0,2.0,0,1.0,301.0,30.0,237678193,Papy,Les Corts,Canada,93.09924038225925
4193,Dee Why Home with a View,Apartment,Entire home/apt,Real Bed,2.0,4.0,5,1.0,266.0,100.0,235596137,Gunsen,Central Business District,Australia,100.0
4194,Cozy room with a private bathroom!,House,Private room,Real Bed,1.0,1.0,2,1.0,50.0,94.07480119284294,16067856,Ayca,Beaconsfield,Canada,100.0
4195,"HL408(Fourfold RM)Mong Kok MTR STATION,FREE WI-FI",Hostel,Private room,Real Bed,1.0,2.0,0,1.0,534.0,0.0,24215902,Sam,Tsim Sha Tsui,Hong Kong,93.09924038225925
4196,OPORTO GUEST Luxury Apartments 2,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,75.0,94.07480119284294,49819978,Oporto Guest,Pointe-Claire,Portugal,93.09924038225925
4197,Bedroom next to the subway station Flamengo,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,138.0,160.0,16092144,Vânia,Flamengo,Brazil,100.0
4198,Stay at the Country Residence,Serviced apartment,Entire home/apt,Real Bed,2.0,3.0,0,2.0,500.0,200.0,18896247,Jorge,Copacabana,Brazil,93.09924038225925
4199,CASA DA CORUJA,House,Entire home/apt,Real Bed,2.0,5.0,0,2.0,172.0,120.0,111564321,Sandra Mara,Adelfas,Brazil,93.09924038225925
4200,Sheung Wan Room in Flat Share(Sw21e),Apartment,Shared room,Real Bed,1.0,1.0,0,1.0,173.0,94.07480119284294,97240131,Jov,Kennedy Town,Hong Kong,93.09924038225925
4201,Hennessy Cozy washer Wifi MTR #SA,Apartment,Entire home/apt,Real Bed,0.0,1.0,24,1.0,801.0,314.0,16111024,Celine,Wan Chai,Hong Kong,93.0
4202,Sharing apartment,Apartment,Shared room,Real Bed,1.0,1.0,0,2.0,58.0,94.07480119284294,238095173,Said,North Shore (Maui),Turkey,93.09924038225925
4203,luxury apartment 02 in Taksim,Serviced apartment,Entire home/apt,Real Bed,1.0,4.0,0,1.0,601.0,94.07480119284294,237984645,Leylak Suite,Taksim,Turkey,93.09924038225925
4204,3+1 evimiz metrobüse 10 dakika yürüme mesafesi,Apartment,Private room,Real Bed,1.0,2.0,0,1.0,100.0,94.07480119284294,238207407,Murat,Notre-Dame-de-Grace,Turkey,93.09924038225925
4205,Cozy Apartment on Sortidor Square,Apartment,Entire home/apt,Real Bed,2.0,3.0,0,1.0,96.0,70.0,1013855,Alex,Vila de Gràcia,Spain,93.09924038225925
4206,(Brand new) Fully equiped 3bedrooms Apartment,Apartment,Entire home/apt,Real Bed,3.0,2.0,0,2.0,511.0,250.0,153246807,Brummie Luxury Real Estate,Leme,Brazil,93.09924038225925
4207,Great location sweet home Atatürk airport 5 minute,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,163.0,200.0,238238656,Müjde,Rio Comprido,Turkey,93.09924038225925
4208,2 Suítes em Ipanema - Carnaval,Guest suite,Private room,Real Bed,2.0,2.0,0,3.0,1201.0,94.07480119284294,226068415,Julia,Ipanema,Brazil,93.09924038225925
4209,香港民宿,Bed and breakfast,Private room,Real Bed,2.0,5.0,0,1.0,173.0,94.07480119284294,228974654,鑫雲,Mong Kok,Hong Kong,93.09924038225925
4210,Green Flash Guest House / Ohana,Guest suite,Entire home/apt,Real Bed,1.0,1.0,48,1.0,89.0,100.0,1626797,Jean,Island of Hawaiʻi,United States,97.0
4211,Manly Harbour View,Apartment,Entire home/apt,Real Bed,3.0,4.0,1,2.0,399.0,200.0,234014088,Robert,Manly,Australia,80.0
4212,Large apt in the heart of downtown,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,85.0,94.07480119284294,7044002,Karine,Downtown Montreal,Canada,93.09924038225925
4213,Causeway Bay Room(C1b),Apartment,Shared room,Real Bed,1.0,1.0,0,1.0,188.0,94.07480119284294,97240131,Jov,Kennedy Town,Hong Kong,93.09924038225925
4214,Quarto confortável e aconchegante para  férias!,Apartment,Shared room,Real Bed,1.0,3.0,0,1.0,78.0,94.07480119284294,238382238,Emanuel,Estacio,Brazil,93.09924038225925
4215,mountain pied-a-terre in the heart of Hong Kong,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,714.0,200.0,238407746,Francis,The Peak,Hong Kong,80.0
4216,Nice room available in central(ml9b),Apartment,Private room,Real Bed,0.0,1.0,0,1.0,283.0,94.07480119284294,4584648,Ivy,Sheung Wan,Hong Kong,93.09924038225925
4217,"new, cosy, closed to metro station, boat piere,",Apartment,Entire home/apt,Real Bed,2.0,3.0,1,1.0,237.0,150.0,55708220,Esin,Kadıköy,Turkey,100.0
4218,¤¤Barrio Gótico de Barcelona,Apartment,Entire home/apt,Real Bed,1.0,3.0,1,1.0,39.0,50.0,2346691,M,El Gòtic,Spain,80.0
4219,"chic& NEW,24 hr security 1min to CAUSEWAY BAY mtr",Apartment,Entire home/apt,Real Bed,1.0,3.0,11,1.0,848.0,200.0,12406311,Bella,Causeway Bay,Hong Kong,91.0
4220,"Cozy room in Trinitat Vella, 15 min center BCN",Apartment,Private room,Real Bed,1.0,2.0,6,1.0,25.0,10.0,238660455,Monica,La Trinitat Vella,Spain,100.0
4221,Estúdio em Botafogo,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,466.0,120.0,238702369,Lucas Guilherme,Brooklyn Heights,Brazil,93.09924038225925
4222,Sessiz ve güvenli bir ev,Serviced apartment,Shared room,Real Bed,1.0,2.0,0,1.0,58.0,30.0,18198654,Yunus,el Fort Pienc,Turkey,93.09924038225925
4223,Logement impeccable et tranquille,Condominium,Entire home/apt,Real Bed,2.0,2.0,0,1.0,66.0,14.0,39249503,Normand,Villeray,Canada,93.09924038225925
4224,Beautiful house with terrace & Wifi,House,Entire home/apt,Real Bed,2.0,3.0,0,1.0,67.0,94.07480119284294,137500257,Loic,Nossa Senhora de Fátima,Portugal,93.09924038225925
4225,[Cozy 天空之城] 2mins near Tsim Sha Tsui Station,Apartment,Entire home/apt,Real Bed,0.0,2.0,8,1.0,879.0,94.07480119284294,238269568,Life,Tsim Sha Tsui,Hong Kong,93.0
4226,Quiet & Cozy,Bed and breakfast,Private room,Real Bed,1.0,1.0,2,1.0,18.0,32.0,97691587,Rima,Sant Andreu de Palomar,Spain,100.0
4227,"Center of Kadikoy, Moda",Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,179.0,60.0,238862260,Aras A.,Mile End,Turkey,93.09924038225925
4228,Ev,Apartment,Private room,Real Bed,2.0,2.0,0,1.0,90.0,94.07480119284294,237983318,Levent,Hell's Kitchen,Turkey,93.09924038225925
4229,Private & comfy bedroom - Best Sunrise views,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,23.0,14.0,158835105,Ad,Ville-Marie,Canada,93.09924038225925
4230,Apartamento prox praia leblon,Condominium,Entire home/apt,Real Bed,3.0,3.0,0,2.0,1999.0,94.07480119284294,235730217,Marcelo Da Silva,Molokaʻi,Brazil,93.09924038225925
4231,Espaço de paz e alegria,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,78.0,94.07480119284294,19137544,Luisa,Barra da Tijuca,Brazil,93.09924038225925
4232,"Ótimo quarto,  wifi, melhor local do Recreio",Apartment,Private room,Real Bed,1.0,2.0,0,1.0,45.0,70.0,84493645,Fabio,Recreio dos Bandeirantes,Brazil,93.09924038225925
4233,Apt Rio Centro-   HINODE/ROCK IN RIO,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,90.0,94.07480119284294,239146622,Amanda,Soundview,Brazil,93.09924038225925
4234,Cozy Apt Downtown Sleeps 4ppl RmC MTR downstairs!,Apartment,Entire home/apt,Real Bed,0.0,2.0,0,1.0,620.0,236.0,21591327,Maria,Jordan,Hong Kong,93.09924038225925
4235,UNIQUE DUPLEX PENTHOUSE IN IPANEMA,Apartment,Entire home/apt,Real Bed,2.0,2.0,16,2.0,474.0,160.0,16104112,Felipe,Borough Park,Brazil,99.0
4236,Historical Center Apartment 2B by Porto City Hosts,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,26.0,20.0,129377905,Welcome 2 Porto,City Island,Portugal,93.09924038225925
4237,Private Room (Bunk-bed) near UNSW Kensington,Apartment,Private room,Real Bed,1.0,2.0,0,1.0,50.0,40.0,239028709,Sikay,Vila de Gràcia,Australia,93.09924038225925
4238,"Beylerbeyineyürüme mesefesinde , metrobüse 100mt.",Apartment,Entire home/apt,Real Bed,2.0,4.0,0,1.0,427.0,30.0,28572395,Didem,Üsküdar,Turkey,93.09924038225925
4239,"ESPECTACULAR Vista Con Terraza MONTAŃA, Luminoso",Apartment,Private room,Real Bed,1.0,1.0,0,1.0,15.0,94.07480119284294,146449002,Juanpa,Old Montreal,Spain,93.09924038225925
4240,"Cosy Room for Passengers in Beşiktaş, İstanbul!",Apartment,Private room,Real Bed,1.0,2.0,0,1.0,127.0,0.0,211916388,Hande,Beverly Hills,Turkey,93.09924038225925
4241,Cosy private room in the heart of Montreal!,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,44.0,25.0,39977811,Georges,La Petite-Patrie,Canada,93.09924038225925
4242,Casinha Aconchegante na área mais boêmia do RJ,Tiny house,Entire home/apt,Real Bed,1.0,1.0,0,1.0,127.0,94.07480119284294,239351363,Sol,Lapa,Brazil,93.09924038225925
4243,Kurtuluş merkezde kiralık,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,248.0,94.07480119284294,239351028,Didem,Gramercy Park,Turkey,93.09924038225925
4244,Charming Suite with AC + bathroom in Ipanema,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,142.0,50.0,9394478,Cyril,Ipanema,Brazil,93.09924038225925
4245,Olympic Port apartments,Apartment,Entire home/apt,Real Bed,6.0,10.0,1,4.0,600.0,94.07480119284294,5729069,Rosa,La Vila Olímpica,Spain,93.09924038225925
